Station_ID,Timestamp,Year,Month,Avg_Hourly_Traffic_Vol,Congestion_Index,Heavy_Vehicle_Count
ST_004,2020-12-03 09:54:34,2020,December,1499,2.8,55
ST_004,2025-05-13 01:45:30,2025,May,1499,5.0,64
ST_004,2024-09-16 00:53:31,2024,September,1499,3.9,114
ST_004,2025-06-05 21:10:31,2025,June,1499,1.7,39
ST_004,2020-10-14 00:42:33,2020,October,1499,3.6,100
ST_004,2021-05-09 17:17:25,2021,May,1499,4.4,105
ST_004,2019-04-26 20:23:16,2019,April,1499,2.4,25
ST_004,2024-06-17 12:05:10,2024,June,1499,3.5,140
ST_004,2020-05-27 04:38:35,2020,May,1499,1.1,169
ST_004,2020-01-19 23:03:26,2020,January,1499,2.3,127
ST_004,2022-02-27 06:45:13,2022,February,1499,3.3,62
ST_004,2024-09-19 08:51:20,2024,September,1499,2.9,49
ST_004,2025-07-23 10:01:13,2025,July,1499,3.2,147
ST_004,2022-12-20 21:46:10,2022,December,1499,1.2,108
ST_004,2020-11-19 19:55:07,2020,November,1499,2.3,53
ST_004,2021-06-28 13:10:41,2021,June,1499,4.3,171
ST_004,2023-12-09 00:43:41,2023,December,1499,3.2,158
ST_004,2024-05-27 23:04:38,2024,May,1499,1.7,82
ST_004,2023-02-04 09:05:56,2023,February,1499,3.3,154
ST_004,2023-12-02 06:46:23,2023,December,1499,2.2,84
ST_004,2023-04-03 22:48:49,2023,April,1499,2.1,17
ST_004,2024-01-09 19:11:16,2024,January,1499,2.3,188
ST_004,2025-02-10 05:32:02,2025,February,1499,3.4,186
ST_004,2022-03-15 13:31:13,2022,March,1499,2.2,94
ST_004,2021-12-30 07:47:33,2021,December,1499,4.1,187
ST_004,2022-01-27 04:54:56,2022,January,1499,4.7,145
ST_004,2025-01-31 10:11:28,2025,January,1499,1.1,128
ST_004,2023-11-13 04:33:52,2023,November,1499,2.4,187
ST_004,2020-09-10 17:46:24,2020,September,1499,4.9,14
ST_004,2021-10-08 21:26:19,2021,October,1499,4.7,62
ST_004,2022-09-19 04:00:42,2022,September,1499,4.1,190
ST_004,2019-12-04 17:53:09,2019,December,1499,1.6,193
ST_004,2021-06-07 05:26:06,2021,June,1499,2.4,36
ST_004,2022-02-19 12:10:02,2022,February,1499,4.6,57
ST_004,2026-02-28 22:30:51,2026,February,1499,4.9,127
ST_004,2021-07-15 23:52:11,2021,July,1499,3.9,122
ST_004,2025-11-11 16:10:21,2025,November,1499,1.5,22
ST_004,2019-09-25 01:32:28,2019,September,1498,1.1,197
ST_004,2019-02-26 20:53:50,2019,February,1498,4.3,26
ST_004,2024-12-23 07:43:54,2024,December,1498,4.2,90
ST_004,2026-10-19 17:50:20,2026,October,1498,1.7,148
ST_004,2024-08-15 09:59:54,2024,August,1498,1.4,28
ST_004,2023-06-24 01:23:09,2023,June,1498,4.1,18
ST_004,2022-12-30 12:09:38,2022,December,1498,4.4,23
ST_004,2019-04-03 21:39:03,2019,April,1498,2.3,131
ST_004,2021-07-19 01:21:01,2021,July,1498,4.0,60
ST_004,2024-08-27 10:25:05,2024,August,1498,2.0,168
ST_004,2021-04-08 22:03:01,2021,April,1498,2.6,129
ST_004,2025-10-24 07:23:03,2025,October,1498,3.5,73
ST_004,2026-05-18 06:22:15,2026,May,1498,2.8,175
ST_004,2021-03-25 17:09:14,2021,March,1498,4.4,192
ST_004,2023-10-11 15:12:28,2023,October,1498,2.2,69
ST_004,2025-08-30 00:02:55,2025,August,1498,2.9,145
ST_004,2024-01-03 01:35:27,2024,January,1498,4.9,51
ST_004,2026-10-16 16:26:16,2026,October,1498,5.0,101
ST_004,2024-11-28 08:47:45,2024,November,1498,1.8,147
ST_004,2023-03-14 12:17:18,2023,March,1498,2.7,151
ST_004,2020-08-23 01:36:55,2020,August,1498,3.6,180
ST_004,2026-03-08 09:13:56,2026,March,1498,4.0,132
ST_004,2020-11-29 20:31:32,2020,November,1498,4.7,97
ST_004,2025-11-04 04:47:16,2025,November,1498,3.2,167
ST_004,2023-08-02 16:43:23,2023,August,1498,1.3,117
ST_004,2019-02-26 02:18:17,2019,February,1498,1.8,193
ST_004,2025-03-05 22:30:01,2025,March,1498,1.7,146
ST_004,2020-09-23 18:21:20,2020,September,1498,2.8,58
ST_004,2021-02-18 18:39:53,2021,February,1498,1.9,178
ST_004,2026-08-29 23:34:34,2026,August,1498,2.6,188
ST_004,2021-09-26 18:25:57,2021,September,1498,4.6,17
ST_004,2026-04-22 05:48:03,2026,April,1498,1.8,99
ST_004,2021-06-26 19:44:31,2021,June,1498,2.9,113
ST_004,2022-11-08 17:35:35,2022,November,1498,3.2,55
ST_004,2023-08-08 04:25:24,2023,August,1498,2.9,147
ST_004,2023-09-15 14:09:52,2023,September,1498,2.1,198
ST_004,2025-03-02 05:54:42,2025,March,1498,1.8,170
ST_004,2025-11-21 15:19:43,2025,November,1498,3.7,61
ST_004,2025-05-29 16:06:29,2025,May,1498,2.8,178
ST_004,2021-10-09 16:46:36,2021,October,1498,3.4,100
ST_004,2019-12-26 04:26:36,2019,December,1498,2.2,12
ST_004,2023-08-29 06:44:21,2023,August,1498,2.4,148
ST_004,2026-11-17 07:36:25,2026,November,1498,3.2,85
ST_004,2023-01-08 18:41:49,2023,January,1498,1.5,35
ST_004,2024-10-23 00:07:34,2024,October,1498,3.3,59
ST_004,2020-10-10 09:33:28,2020,October,1498,1.1,182
ST_004,2020-07-21 13:18:05,2020,July,708,4.4,199
ST_004,2024-11-23 14:19:29,2024,November,1068,2.8,60
ST_004,2019-04-14 22:27:57,2019,April,640,4.7,194
ST_004,2025-04-02 09:18:42,2025,April,336,2.8,139
ST_004,2019-11-17 18:56:14,2019,November,1391,2.6,189
ST_004,2026-10-28 11:27:20,2026,October,641,1.8,53
ST_004,2026-06-05 13:27:19,2026,June,1371,1.4,96
ST_004,2021-05-31 22:26:59,2021,May,858,4.4,110
ST_004,2026-03-25 18:02:59,2026,March,447,2.8,141
ST_004,2023-11-09 06:13:22,2023,November,502,4.3,119
ST_004,2021-01-26 21:20:54,2021,January,1329,3.1,64
ST_004,2024-01-28 10:26:01,2024,January,262,3.9,87
ST_004,2024-02-26 08:17:05,2024,February,346,2.7,156
ST_004,2023-08-18 16:47:20,2023,August,1381,2.6,23
ST_004,2024-02-03 22:41:38,2024,February,1059,4.0,181
ST_004,2023-03-11 05:00:09,2023,March,1353,1.7,73
ST_004,2022-08-08 08:15:14,2022,August,615,5.0,60
ST_004,2023-05-27 02:23:47,2023,May,744,1.8,81
ST_004,2024-07-24 11:04:46,2024,July,966,3.8,126
ST_004,2020-02-04 21:41:59,2020,February,419,4.4,193
ST_004,2023-08-03 15:25:38,2023,August,665,1.1,141
ST_004,2023-06-07 17:47:36,2023,June,1001,1.1,123
ST_004,2021-07-28 09:41:49,2021,July,1051,4.6,78
ST_004,2022-02-19 22:13:50,2022,February,1340,3.2,16
ST_004,2019-10-16 06:47:17,2019,October,1263,4.1,25
ST_004,2019-11-10 14:40:26,2019,November,115,2.9,106
ST_004,2020-08-17 06:43:04,2020,August,875,4.9,59
ST_004,2022-05-10 01:28:28,2022,May,217,1.9,195
ST_004,2025-02-07 06:34:53,2025,February,798,1.1,126
ST_004,2019-02-01 02:51:56,2019,February,481,4.9,183
ST_004,2024-12-27 14:42:48,2024,December,844,3.6,166
ST_004,2021-04-13 11:36:28,2021,April,269,2.7,132
ST_004,2020-07-03 15:28:35,2020,July,763,2.6,76
ST_004,2023-11-01 18:46:33,2023,November,1054,1.7,106
ST_004,2022-04-03 21:47:37,2022,April,946,3.1,139
ST_004,2020-06-08 17:39:22,2020,June,844,1.0,157
ST_004,2022-06-07 16:57:27,2022,June,1233,3.9,105
ST_004,2019-04-06 17:55:42,2019,April,138,3.9,88
ST_004,2025-07-14 16:32:06,2025,July,188,1.4,179
ST_004,2020-12-13 04:57:06,2020,December,927,4.7,158
ST_004,2019-09-29 16:33:24,2019,September,639,1.8,48
ST_004,2023-12-01 10:57:41,2023,December,258,1.3,197
ST_004,2024-10-25 01:29:57,2024,October,776,4.7,48
ST_004,2026-03-10 14:23:24,2026,March,554,3.3,41
ST_004,2023-10-02 23:10:26,2023,October,877,4.7,142
ST_004,2024-12-18 17:45:19,2024,December,1095,1.8,89
ST_004,2021-05-20 11:49:59,2021,May,1276,3.6,158
ST_004,2023-11-27 10:51:56,2023,November,1015,4.0,122
ST_004,2020-04-05 21:56:24,2020,April,288,1.5,25
ST_004,2026-03-24 22:33:00,2026,March,765,3.7,26
ST_004,2025-09-29 04:05:04,2025,September,239,4.4,16
ST_004,2021-02-04 04:22:52,2021,February,929,3.7,35
ST_004,2026-06-26 10:51:21,2026,June,1240,3.8,179
ST_004,2026-05-05 13:06:40,2026,May,1473,3.7,30
ST_004,2022-02-28 03:38:05,2022,February,504,2.5,11
ST_004,2019-05-30 18:01:29,2019,May,667,2.9,55
ST_004,2025-07-05 16:56:09,2025,July,321,1.1,28
ST_004,2020-10-30 23:02:13,2020,October,1118,2.8,185
ST_004,2026-04-25 06:39:50,2026,April,144,3.8,20
ST_004,2026-12-17 03:32:34,2026,December,1206,1.9,68
ST_004,2025-10-02 20:52:23,2025,October,128,1.9,126
ST_004,2025-10-03 15:16:33,2025,October,1497,4.4,42
ST_004,2026-01-30 07:29:58,2026,January,502,3.2,56
ST_004,2022-12-12 10:02:26,2022,December,317,1.7,172
ST_004,2021-10-05 12:15:36,2021,October,1464,2.7,39
ST_004,2023-06-24 14:30:00,2023,June,509,4.4,179
ST_004,2026-05-15 15:49:19,2026,May,878,4.8,63
ST_004,2020-09-09 03:27:02,2020,September,1465,2.2,80
ST_004,2022-12-04 18:27:44,2022,December,226,1.7,47
ST_004,2019-09-15 19:41:49,2019,September,557,3.5,157
ST_004,2019-12-12 05:47:28,2019,December,304,2.3,88
ST_004,2019-05-22 17:19:13,2019,May,750,4.1,100
ST_004,2022-09-30 19:32:56,2022,September,685,3.8,134
ST_004,2019-07-24 17:45:26,2019,July,1273,3.3,150
ST_004,2023-12-28 15:11:44,2023,December,650,2.7,60
ST_004,2026-08-14 00:28:12,2026,August,1055,4.8,15
ST_004,2022-04-21 19:02:45,2022,April,365,4.3,171
ST_004,2019-08-23 17:28:16,2019,August,504,1.4,146
ST_004,2023-02-07 08:37:58,2023,February,420,3.6,117
ST_004,2024-07-31 12:52:44,2024,July,1109,1.1,152
ST_004,2019-03-22 05:26:23,2019,March,272,1.3,21
ST_004,2023-01-30 16:37:38,2023,January,198,2.2,23
ST_004,2020-08-02 09:19:53,2020,August,803,2.4,113
ST_004,2025-11-17 07:15:31,2025,November,948,4.8,17
ST_004,2021-11-30 06:47:38,2021,November,372,4.1,199
ST_004,2021-10-06 05:15:40,2021,October,725,4.7,64
ST_004,2026-01-29 09:57:59,2026,January,645,1.7,180
ST_004,2021-07-14 21:32:17,2021,July,115,4.9,48
ST_004,2022-02-02 13:34:47,2022,February,557,1.2,82
ST_004,2023-10-11 11:30:29,2023,October,1129,2.3,166
ST_004,2024-07-01 19:09:03,2024,July,832,2.7,25
ST_004,2021-05-07 21:38:16,2021,May,621,2.7,31
ST_004,2026-10-06 16:46:07,2026,October,204,2.3,163
ST_004,2021-12-09 14:54:58,2021,December,521,3.1,25
ST_004,2025-02-18 21:57:27,2025,February,107,2.3,161
ST_004,2026-09-07 22:19:36,2026,September,787,3.7,10
ST_004,2019-08-19 04:18:22,2019,August,1212,2.6,140
ST_004,2025-01-24 13:54:01,2025,January,405,3.4,123
ST_004,2023-11-02 11:54:24,2023,November,1317,4.0,114
ST_004,2021-06-29 03:00:32,2021,June,695,4.6,73
ST_004,2019-04-09 15:55:15,2019,April,1446,2.8,155
ST_004,2025-06-14 06:28:04,2025,June,277,1.3,65
ST_004,2022-09-25 11:57:30,2022,September,610,1.9,61
ST_004,2022-10-09 06:51:01,2022,October,1294,4.1,72
ST_004,2022-04-18 22:27:05,2022,April,840,4.0,58
ST_004,2021-02-25 22:27:39,2021,February,1323,3.1,76
ST_004,2022-03-21 03:42:22,2022,March,877,4.3,178
ST_004,2026-01-15 06:26:49,2026,January,636,3.2,53
ST_004,2019-05-12 10:37:53,2019,May,821,3.6,16
ST_004,2022-06-17 18:25:37,2022,June,1388,3.7,103
ST_004,2026-12-14 03:13:09,2026,December,1024,2.5,30
ST_004,2024-08-20 19:06:55,2024,August,210,4.3,197
ST_004,2026-06-17 16:57:59,2026,June,1333,1.4,145
ST_004,2025-12-06 13:29:24,2025,December,901,2.1,193
ST_004,2021-12-03 06:45:26,2021,December,1430,1.6,165
ST_004,2022-03-27 14:34:53,2022,March,1201,1.5,66
ST_004,2022-06-26 00:06:23,2022,June,913,1.2,151
ST_004,2021-02-22 20:11:13,2021,February,447,4.7,178
ST_004,2026-05-01 06:19:14,2026,May,969,1.9,57
ST_004,2021-06-08 04:16:43,2021,June,720,3.0,186
ST_004,2022-12-31 21:22:57,2022,December,1246,2.3,179
ST_004,2025-06-07 01:06:32,2025,June,164,4.9,113
ST_004,2022-04-03 11:26:56,2022,April,201,2.2,81
ST_004,2022-07-02 12:15:45,2022,July,1378,1.0,83
ST_004,2023-11-18 01:14:46,2023,November,355,4.9,48
ST_004,2024-08-26 10:08:57,2024,August,1141,2.3,159
ST_004,2024-09-06 06:02:05,2024,September,523,3.0,80
ST_004,2024-12-26 18:16:51,2024,December,1050,4.9,101
ST_004,2023-01-11 01:40:01,2023,January,1463,5.0,98
ST_004,2026-11-10 23:13:33,2026,November,1346,5.0,138
ST_004,2019-07-14 18:30:23,2019,July,791,3.6,41
ST_004,2022-09-29 08:27:11,2022,September,804,5.0,113
ST_004,2021-02-01 10:19:49,2021,February,531,1.3,67
ST_004,2023-01-15 07:01:32,2023,January,337,4.8,180
ST_004,2020-05-20 21:37:26,2020,May,761,2.2,127
ST_004,2024-06-10 19:55:02,2024,June,269,2.3,79
ST_004,2025-08-24 12:33:57,2025,August,1224,3.0,178
ST_004,2024-08-24 02:00:06,2024,August,659,3.3,10
ST_004,2020-05-31 00:25:47,2020,May,1066,1.4,197
ST_004,2019-05-25 23:07:49,2019,May,762,2.9,194
ST_004,2022-12-20 00:34:16,2022,December,1141,4.4,55
ST_004,2024-01-06 20:06:18,2024,January,780,1.7,119
ST_004,2023-10-19 13:30:19,2023,October,875,1.5,197
ST_004,2023-05-15 13:56:55,2023,May,1331,2.3,173
ST_004,2019-08-12 22:00:32,2019,August,1113,2.5,111
ST_004,2024-09-11 22:44:59,2024,September,765,3.8,115
ST_004,2022-06-14 11:33:47,2022,June,693,3.0,38
ST_004,2022-09-18 11:03:44,2022,September,501,2.6,84
ST_004,2025-02-01 16:08:02,2025,February,126,1.1,12
ST_004,2023-06-09 23:49:43,2023,June,926,1.2,51
ST_004,2025-04-11 09:12:25,2025,April,216,4.6,23
ST_004,2019-06-03 01:41:24,2019,June,1143,1.4,47
ST_004,2026-02-12 09:52:24,2026,February,613,2.5,94
ST_004,2025-08-12 09:43:25,2025,August,1228,4.7,138
ST_004,2022-08-08 22:19:09,2022,August,1357,4.8,152
ST_004,2026-02-13 02:46:35,2026,February,659,4.1,137
ST_004,2023-02-12 18:56:07,2023,February,744,1.3,118
ST_004,2025-02-18 19:30:16,2025,February,253,3.8,78
ST_004,2020-11-01 05:24:30,2020,November,624,1.6,76
ST_004,2026-04-19 02:21:15,2026,April,626,3.4,49
ST_004,2023-02-07 13:40:24,2023,February,752,3.3,159
ST_004,2022-07-16 04:15:30,2022,July,1127,1.2,157
ST_004,2020-10-22 01:39:36,2020,October,720,2.0,122
ST_004,2024-08-16 05:51:47,2024,August,176,4.4,73
ST_004,2021-01-20 00:26:55,2021,January,354,3.6,124
ST_004,2020-04-11 15:29:13,2020,April,377,3.0,48
ST_004,2025-03-17 14:24:27,2025,March,1351,3.6,50
ST_004,2019-08-23 12:46:43,2019,August,1424,5.0,135
ST_004,2022-06-02 01:34:10,2022,June,993,3.8,63
ST_004,2023-04-19 10:29:20,2023,April,820,2.1,164
ST_004,2025-11-28 08:57:29,2025,November,1436,1.8,63
ST_004,2020-07-17 04:41:42,2020,July,1341,2.9,58
ST_004,2024-04-11 07:38:51,2024,April,337,1.7,173
ST_004,2019-10-10 19:56:41,2019,October,923,1.4,159
ST_004,2026-04-30 09:47:16,2026,April,1191,4.6,195
ST_004,2024-10-26 20:52:18,2024,October,1222,2.2,120
ST_004,2020-03-31 13:15:13,2020,March,574,3.2,156
ST_004,2020-10-09 19:23:25,2020,October,441,2.0,16
ST_004,2025-01-26 11:15:48,2025,January,314,1.6,148
ST_004,2023-11-06 16:06:06,2023,November,441,3.7,11
ST_004,2020-05-25 20:01:50,2020,May,572,3.8,86
ST_004,2021-12-16 21:13:43,2021,December,353,2.0,75
ST_004,2019-05-02 10:13:49,2019,May,1105,3.0,161
ST_004,2025-05-15 08:51:48,2025,May,388,3.5,169
ST_004,2022-09-06 12:31:55,2022,September,196,2.4,196
ST_004,2026-08-20 17:52:19,2026,August,970,2.6,12
ST_004,2020-01-29 15:03:42,2020,January,880,1.6,14
ST_004,2022-07-17 16:38:12,2022,July,313,4.9,172
ST_004,2022-12-31 09:53:27,2022,December,462,1.3,61
ST_004,2021-04-09 05:21:17,2021,April,409,1.1,14
ST_004,2025-10-19 06:38:49,2025,October,1160,1.8,94
